text,label
Delete all of my account information and my account right now.,terminate_account
"My cash withdrawal says pending, why?",pending_cash_withdrawal
Why wouldn't the ATM give me my money?,declined_cash_withdrawal
Is there a way to order a virtual card on the website?,getting_virtual_card
How long does a transfer stay pending?,pending_transfer
I still don't have my pin.,get_physical_card
Why am I seeing a direct debit thats not mine?,direct_debit_payment_not_recognised
The amount of cash I selected to withdraw is different than what I received.,wrong_amount_of_cash_received
My disposable virtual card is not working,virtual_card_not_working
I AM MISSING CASH FROM MY BANK ACCOUNT ACCORDING TO MY APP,cash_withdrawal_not_recognised
Can you tell me the names of the fiat currencies that I can use at your institution?,fiat_currency_support
How long is the delivery time to the US?,card_delivery_estimate
How can I get my card back out?,card_swallowed
What fiat currencies are used for holding transactions?,fiat_currency_support
What can I do about a direct debit transaction on my card that I didn't make?,direct_debit_payment_not_recognised
Why has transferring money resulted in a charge?,transfer_fee_charged
I want a virtual card that is disposable,get_disposable_virtual_card
My top-up never worked,top_up_failed
I need you to delete my account now.,terminate_account
Can I set up an automatic top-up for travel.,automatic_top_up
I see a direct debit transaction that I didn't make.,direct_debit_payment_not_recognised
"I think something went wrong, I didn't get the right amount.",wrong_amount_of_cash_received
What's the procedure for getting a card?,order_physical_card
How do I query a payment on my card? It looks like I have paid for the same thing twice.,transaction_charged_twice
Can you tell me what countries you offer support for?,country_support
I still don't have a refund.,Refund_not_showing_up
Why isn't my deposit in my account?,balance_not_updated_after_cheque_or_cash_deposit
How can I delete my account?,terminate_account
I think youre system may be broken because I have tried transfer money 5x and it isnt working!  I'm not doing anything complicated it is what I usually do.,failed_transfer
I can't make purchases with my virtual card.,virtual_card_not_working
It looks like this week I was double charged for a couple things. Is there any way that you can look into this for me and return the double charged items back to my card?,transaction_charged_twice
"I did a top-up, but I'm not seeing it in my wallet yet.",topping_up_by_card
whats the exchange charge,exchange_charge
I'd prefer a Mastercard.,visa_or_mastercard
"After I deposited my cash, I still don't see it in my account.",balance_not_updated_after_cheque_or_cash_deposit
Why can't I top up with a cheque?,top_up_by_cash_or_cheque
What's with not verifying my Id?,unable_to_verify_identity
Where do I pay with my card?,card_acceptance
Are top-ups allowed using Apple Pay?,apple_pay_or_google_pay
Where can I go to get my PIN unblocked?,pin_blocked
How can I use American Express to add money to my account?,supported_cards_and_currencies
How long will it take to get to me?,card_delivery_estimate
"I forgot my phone at the hotel, so I can't access the app.",lost_or_stolen_phone
Can I get a card despite the fact I'm not in the UK?,country_support
"How much time do transfers take? I sent money to a friend who needs it fast. It's been hours, and the money has not gone through.",transfer_not_received_by_recipient
Why did you guys charge me an extra €1?,extra_charge_on_statement
Could I chose the date to have it delivered?,card_delivery_estimate
What do I do if my top-up has not gone through?,pending_top_up
How many years old do I have to be?,age_limit
I think I am having an issue with withdraws on my card. It was declined on the way to work this morning. This hasn't happened in the past.,declined_cash_withdrawal
Why was my withdrawal declined,declined_cash_withdrawal
Why hasn't my son received the transfer I sent to him earlier?,transfer_not_received_by_recipient
"My money is gone :( I had topped up recently and saw it was there and went through, but now it's disappeared, what's going on?",top_up_reverted
What can I do to make my physical card work?,card_not_working
How many times can I auto top-up?,automatic_top_up
I was supposed to get a refund but I do not see it on my statement. When is it going to be updated?,Refund_not_showing_up
I have been trying to exchange this for crypto but the app won't work could you please help me?,beneficiary_not_allowed
When I top up what are the amoutn limits.,top_up_limits
I forgot my password,passcode_forgotten
how long does it take for a transfer to arrive,transfer_not_received_by_recipient
Can I use a bank transfer to add money to my account?,transfer_into_account
The balance on my account wasn't updated after I made a depost.,balance_not_updated_after_cheque_or_cash_deposit
Can you help me get a disposable virtual card?,get_disposable_virtual_card
"My card has been declined by two separate ATM, and I'm worried something is wrong with my account. Would you please see if my account is okay?",declined_cash_withdrawal
I would like to apply for a visa card.,visa_or_mastercard
I attempted to get cash but was declined.,declined_cash_withdrawal
"Apparently, I went out today to use my new card and was informed my payment was decline. This is really embarrassing, what happen?",declined_card_payment
What is this witdrawal,cash_withdrawal_not_recognised
What process should I use to transfer money into my account?,transfer_into_account
It's been a week and I have done everything that I was asked to do and still nothing. I have contacted the seller and have not gotten a response. Please understand my frustration and put the money back in my account.,Refund_not_showing_up
How long until the transfer is reflected on my account balance?,transfer_timing
My phone is lost.  What do I do to prevent someone from using the app?,lost_or_stolen_phone
places i can use the card,card_acceptance
Is there any place I cannot use my card?,card_acceptance
What factors determine your exchange rate?,exchange_rate
What needs to be provided for identity verification?,verify_my_identity
What works for identity verification?,verify_my_identity
Can I make a withdraw in my home currency at an ATM? I'm on vacation and am a bit worried because I don't have cash with me. Is it possible to withdraw here without any additional costs or fees?,wrong_exchange_rate_for_cash_withdrawal
Please sort your top up! My top up has been pending for an hour already. Can you please make it go through as soon as possible. I really need the money.,pending_top_up
I don't understand where this debit came from and want it removed.,direct_debit_payment_not_recognised
I seem to have lost my card.,lost_or_stolen_card
How many ATMs will take this card?,atm_support
I bought something and want the money refunded can I get some help with that?,request_refund
How long until transfers complete?,pending_transfer
Is it possible for me to give my daughter a second card for this account?,getting_spare_card
Can you please explain why I was charged an extra fee for my transfer?,transfer_fee_charged
How long does a bank transfer take to show up in available funds?,balance_not_updated_after_bank_transfer
Is it possible to receive a Visa and a MasterCard?,visa_or_mastercard
my atm cash out is still pending,pending_cash_withdrawal
I sent money to a person and they haven't received the payment yet.,transfer_not_received_by_recipient
Which countries are you available in?,country_support
I want to know why my top-up was reverted,top_up_reverted
How do I interconvert between AUD and GBP?,exchange_via_app
I have been overcharged.,transaction_charged_twice
Help!  I can't find my card.,lost_or_stolen_card
"My friend deposited $100 into my account, but it is not showing up!",balance_not_updated_after_cheque_or_cash_deposit
I have been charged an extra pound!,extra_charge_on_statement
Can you deliver the PIN separately?,get_physical_card
"I see an extra $1  charge on my statement, why is this?",extra_charge_on_statement
How long does a European transfer take?,transfer_timing
I need to update my demographics.,edit_personal_details
The exchange rate you are using is bad.This can't be the official interbank exchange rate.,card_payment_wrong_exchange_rate
What is the fee on my statement for?,extra_charge_on_statement
Where can I find my PIN? I haven't gotten it yet.,get_physical_card
I think my top up did not work,top_up_failed
"I purchased something and the seller hasn't received the money yet, but it has been deducted from my account.",reverted_card_payment?
How do I reactivate my card?,card_linking
How many top-ups can be approved?,top_up_limits
Can you tell me why my transfer is failing and help resolve?,failed_transfer
Are cards available to those outside of the UK?,country_support
What currencies do you accept for adding money?,supported_cards_and_currencies
"I've now been trying to do a really standard transfer 5 times already. What's going on, is your system broken or something?!",failed_transfer
Can you tell me what currency I can have?,fiat_currency_support
What is the maximum I can transfer before I incur fees?,transfer_fee_charged
"Help! I'm missing money, I deposited a cheque but its not showing on my balance.",balance_not_updated_after_cheque_or_cash_deposit
How come I didn't get a virtual card yet?,getting_virtual_card
My wallet was stolen and all my credit cards were in there.  HELP?!!?,compromised_card
do i need to add money before i order a card,order_physical_card
I got an unexpected charge on my transfers. How can I correct this?,transfer_fee_charged
How long does it take for a pending cash withdrawal?,pending_cash_withdrawal
Help my verify my id.,unable_to_verify_identity
"I want to reactivate my card, I thought I had lost it but found it again in my jacket.",card_linking
"My card has not been delivered yet and its been a week since I ordered it, please help",card_arrival
My disposable virtual card will not work,virtual_card_not_working
How do I report my card lost or stolen?,lost_or_stolen_card
"My new card has arrived, what's the activation procedure?",activate_my_card
"My card's frozen, what can I do?",pin_blocked
At what cash machines can I change my PIN?,change_pin
I was trying to purchase something at the store today and my card has been declined.  Why has this happened?,declined_card_payment
When did you start charging to make a withdrawal? How much is it now? I always thought it was free.,cash_withdrawal_charge
Is it possible to get a Visa here?,visa_or_mastercard
How do I troubleshoot my contactless?,contactless_not_working
"Please help me, there is a transaction in the incorrect account.",cancel_transfer
I was charged a fee after using my card and I shouldn't have been.,card_payment_fee_charged
There is something wrong with my card. Tried to use it a few times today in different places and it just didn't work. The transactions I tried to make were really small so not sure what's going on,card_not_working
I am being charged a transfer fee aren't they free?,transfer_fee_charged
What kind of businesses will take my card?,card_acceptance
How old do you have to be to open an account?,age_limit
Can I change my PIN on my phone?,change_pin
"I couldn't transfer money to my bank, why not?",beneficiary_not_allowed
I want one of those virtual cards!,getting_virtual_card
what is the leadtime for a new card to show up in the mail?,card_delivery_estimate
My balance was not updated with my checque or cash deposit.,balance_not_updated_after_cheque_or_cash_deposit
My card is about to expire. Do I have to go to a branch to order a new card?,card_about_to_expire
Does the fee for exchange change?,card_payment_wrong_exchange_rate
I prefer Mastecard.,visa_or_mastercard
How long does it take for something to be delivered to the U.S?,card_delivery_estimate
When will I get my card?,card_arrival
Am I able to do a SWIFT transfer?,top_up_by_bank_transfer_charge
I was supposed to get a refund but it is not showing up on my card,Refund_not_showing_up
"lost my phone, dont want others to use it.",lost_or_stolen_phone
"For my account, how do I transfer money in?",transfer_into_account
what does pending mean?,pending_card_payment
Why is there a payment showing twice?,transaction_charged_twice
It appears I have a fee in my statement.,extra_charge_on_statement
Can you please tell me why I cant get money from the ATM?,declined_cash_withdrawal
My Virtual card was rejected for a car rental. Why?,virtual_card_not_working
I am 16 and just started working at McDonalds can I deposit my checks at your bank?,age_limit
Did my refund go through? It's not on my statement.,Refund_not_showing_up
Do you have charges now when you pay with a card?,card_payment_fee_charged
How do I get my card?,order_physical_card
How long can an EU transfer take?,pending_transfer
My card don't work.,card_not_working
I have a payment listed as cancelled.,reverted_card_payment?
The ATM did not give me my card back?,card_swallowed
Can I have a supplementary card?,getting_spare_card
May I choose when it's delivered?,card_delivery_estimate
Why is the payment from my card still pending?,pending_card_payment
Why is my identity verification process not working?,unable_to_verify_identity
Delete this account!,terminate_account
Can friends I have top-up my account?,topping_up_by_card
I don't understand why I was charged an additional fee for this service. Can you clarify?,card_payment_fee_charged
The ATM is showing it gave me the money I requested but I didn't get that amount.,wrong_amount_of_cash_received
I need to know the if there is a limit on the amount for auto top-up.,automatic_top_up
My top up did not go through yet.,pending_top_up
"I was trying to use contactless earlier, but it didn't work.",contactless_not_working
I was denied cash at an ATM,declined_cash_withdrawal
I just had a wedding and I want to take my spouses name.,edit_personal_details
how much is it to exchange currency,exchange_charge
Can a card stop working?,card_not_working
Will I be sent a new card before mine expires?,card_about_to_expire
Does transferring money have a fee?,transfer_fee_charged
Why isn't the transfer I made to a friend showing?,transfer_not_received_by_recipient
What are your currency exchange fees?,exchange_charge
It appears my top-ups have been canceled.,top_up_reverted
"I can't make any transfers, they won't go through, the details are correct as I checked them.  Can you look in to this please?",declined_transfer
How can I report that my card was stolen? I made a police report first.,lost_or_stolen_card
What can I use to verify my identity?,verify_my_identity
I hate this company! Can you delete my account?,terminate_account
"I received a fee for obtaining cash, is this correct?",cash_withdrawal_charge
What are the fees of using an international card to add money?,top_up_by_card_charge
My card payment is pending.,pending_card_payment
What is the charge for sending out more cards?,getting_spare_card
Why is my last cheque deposit taking so long?,balance_not_updated_after_cheque_or_cash_deposit
I want to change my address.,edit_personal_details
My refund isn't going fast enough.,Refund_not_showing_up
I found an unauthorized card payment,card_payment_not_recognised
why has a cash withdrawal charged me?,cash_withdrawal_charge
Is there tracking info available?,card_arrival
Is it possible to get a card outside the UK?,country_support
ATM withdrawal not working.,declined_cash_withdrawal
Why is there a fee associated with card use?,card_payment_fee_charged
How do I verify my source of funds?,verify_source_of_funds
Hello! I randomly got charged an extra fee today as i was shopping online and i have no idea why! Are there extra fees for card payments? Or am i missing something here?,card_payment_fee_charged
What are the limits for disposable virtual cards?,disposable_card_limits
Help me.  The passcode doesn't work.,passcode_forgotten
Please explain the fee on a transfer I made.,transfer_fee_charged
What should I do if someone else used my card?,compromised_card
Please explain why my card was declined?,declined_card_payment
Will it cost extra to add money to an international card?,top_up_by_card_charge
I was charged a fee for my transfer.,transfer_fee_charged
I would like to dispute a payment I didnt make,direct_debit_payment_not_recognised
Can I track the card you sent to me?,card_arrival
Can I verify the source of my funds?,verify_source_of_funds
What happens if a merchant doesn't accept a payment?,reverted_card_payment?
"How long does a transfer take from the point it's sent, to the point it arrives in my account?",transfer_timing
I'v exhausted all the of times I can try my PIN,pin_blocked
How do I find the exchange rate?,exchange_rate
I want to get an item refunded,request_refund
I got $20 when I should've gotten $100,wrong_amount_of_cash_received
What ATMs use this card?,atm_support
I asked for 100 but only got 20.,wrong_amount_of_cash_received
What should I do if someone stole my phone?,lost_or_stolen_phone
Why can I not do a transfer to a beneficiary?,beneficiary_not_allowed
Why can't I see my PIN?,get_physical_card
Why did my card payment get declined?,declined_card_payment
Is it possible to get a real card?,order_physical_card
I'm unhappy with the exchange rate your cash transactions.,wrong_exchange_rate_for_cash_withdrawal
I found a transfer fee - is that correct?,transfer_fee_charged
I submitted a transaction to the incorrect account.,cancel_transfer
I need assistance to activate the card on my account.,activate_my_card
Is there a possibility to open an account for my sons and daughters?,age_limit
What do I have to do to get my virtual card?,getting_virtual_card
My card is lost! What do I do now?,lost_or_stolen_card
how many days processing new card?,contactless_not_working
I moved so I need to change my address. How do I do that?,edit_personal_details
"My card is stuck in an ATM machine, how do I get it back quickly?",card_swallowed
Where is the closest ATM I can use?,atm_support
Why was I charged twice for the same transaction?,transaction_charged_twice
How can disposable cards be used?,get_disposable_virtual_card
Does the app allow for exchanges between currencies?,exchange_via_app
"I got my American Express in Apple Pay, why is top up not working in my country?",apple_pay_or_google_pay
Can I have multiple currencies in my account?,fiat_currency_support
Are there discounts for frequent currency exchanges?,exchange_charge
How do I know if i need a disposable card?,get_disposable_virtual_card
The exchange rate for foreign ATM currency is wrong.,wrong_exchange_rate_for_cash_withdrawal
What is the €1 fee for?,extra_charge_on_statement
Hoe do i use my credit card to transfer money?,topping_up_by_card
What countries are you located in?,country_support
"The exchange rate given to me after a purchase, was incorrect",card_payment_wrong_exchange_rate
I can't see the transfer that I put in.,balance_not_updated_after_bank_transfer
Why do I see a fee when I do a transfer?,transfer_fee_charged
How do I use my card to top up?,topping_up_by_card
When will my transfer be available in my account.,balance_not_updated_after_bank_transfer
Why can't I take cash out of the ATM?,declined_cash_withdrawal
What are the fiat currencies used?,fiat_currency_support
What countries are supported?,country_support
How are you determining your exchange rates?,exchange_rate
"Good day, in reviewing my credit card activity over the last several days, I see a repeated charge for a restaurant that I went to. The charge was put through twice, so I would like one of the charges corrected and the amount that was withdrawn to be reinstated please.",transaction_charged_twice
I am waiting for my card to arrive.,card_delivery_estimate
Why is my identification required?,why_verify_identity
can I link a card of yours I already have?,card_linking
"Someone withdrew money from my account, and it wasn't me.",cash_withdrawal_not_recognised
I see a duplicate payment.,transaction_charged_twice
google pay top up did not work,apple_pay_or_google_pay
I can't transfer money from my account.,declined_transfer
They declined my card payment.,declined_card_payment
"I keep trying to make a payment, but it doesn't work.",declined_card_payment
The money would not transfer to a beneficiary.,beneficiary_not_allowed
How can I make my card ready to use?,activate_my_card
why has a transaction to a friend been delayed?,transfer_not_received_by_recipient
How can I set a new pin.,change_pin
What is the transfer fee charge?,transfer_fee_charged
I did a transfer and I was charged a fee that shouldn't be there!,transfer_fee_charged
Unusual direct deposit,direct_debit_payment_not_recognised
Someone transferred money to me and it doesn't show,pending_transfer
Can topping up be automatic?,automatic_top_up
Why would the app deny my top-up?,top_up_failed
Why are my purchases from this morning still pending?,pending_card_payment
How long do i have to wait for a transfer to reach my account?,transfer_timing
Is it possible to top up with Google Pay?,apple_pay_or_google_pay
What are the requirements to verify my identity?,verify_my_identity
I had to pay one pound more than the set price!,extra_charge_on_statement
I tried to transfer but it was declined,declined_transfer
My Apple Pay top up with my American Express card is not working? Please tell me why,apple_pay_or_google_pay
What are all of the different steps for identity checks?,verify_my_identity
Delete my account please. Now!,terminate_account
When will the money from my bank transfer be available?,balance_not_updated_after_bank_transfer
I forgot the code I need to get into the app.,passcode_forgotten
"I made a purchase this morning, and it is showing as pending.",pending_card_payment
"This is frustrating, I'm at work and my transfers are not going through. I keep getting an error message, I do not have time for this.",beneficiary_not_allowed
How can i get new card?,contactless_not_working
How long do I wait for a transfer to take?,pending_transfer
Can you help me to quickly cancel a transaction I accidentally did to the wrong account?,cancel_transfer
"How long does it take for transfers to finish?  I sent funds to my pal, and she says that she has not gotten anything.",transfer_not_received_by_recipient
What are the limitations on the disposable cards?,disposable_card_limits
"The exchange rate given to me wasn't correct, after i purchased an item",card_payment_wrong_exchange_rate
why do i have to verify top up?,verify_top_up
I sent a payment but now it's not showing up.,reverted_card_payment?
I have questions about how to transfer money to my account.,transfer_into_account
I want to use a European bank card for a top up. Must I pay?,top_up_by_card_charge
"I made a bank transfer from my UK account today, but it's not showing.  Can you check status?",balance_not_updated_after_bank_transfer
whats your exchange rate,exchange_charge
I was charged a fee for a card payment. Why?,card_payment_fee_charged
Will I be charged if I add more cards to the account?,getting_spare_card
I live in the US but want to get a card,country_support
What is delivery speed to the United States?,card_delivery_estimate
I want to cancel a transfer I just made.,cancel_transfer
What happened to the cash that I tried to deposit into my account? It's gone!,balance_not_updated_after_cheque_or_cash_deposit
"I transferred money, why was charged for an extra fee?",transfer_fee_charged
I really need to know how to change my pin.,change_pin
How do I access the option to top up?,automatic_top_up
"I did not get my virtual card yet, Why?",getting_virtual_card
How do I go about activating my new card?,activate_my_card
I need more physical cards than I have right now!,getting_spare_card
I would like to get some extra cards?,getting_spare_card
My recent transfer didn't go through - why not?,declined_transfer
I sent money to someone but they haven't gotten it yet,transfer_not_received_by_recipient
Please help me get a virtual card.,getting_virtual_card
"Give me my card, I need it now!",card_delivery_estimate
"I lost my card and need a new one, will it cost me?",getting_spare_card
"Could not complete transfer, states 'declined'",declined_transfer
How long does it take to verify a cash withdraw?,pending_cash_withdrawal
Are there any limits to how many disposable cards I can use?,disposable_card_limits
Is there any way to cancel a transfer?,cancel_transfer
I'm in China and need a new card. Please help.,card_about_to_expire
Do you accept other currencies besides US Dollars?,supported_cards_and_currencies
What is the $1 transaction on my account?,extra_charge_on_statement
It didnt work when I tried to pay contactless at the bus today. Why?,contactless_not_working
"I know this very late, but I just went through my statements from the last couple months and there's one quite large-ish payment that I definitely haven't made. Is it still possible to dispute it?",direct_debit_payment_not_recognised
How long does shipping take to get to a US destination?,card_delivery_estimate
is there a charge on withdrawals?,cash_withdrawal_charge
I lost my card,lost_or_stolen_card
Do you know the reason why my card payment was declined?,declined_card_payment
I would like to request a card.,order_physical_card
There is some odd 1£ charge that appears as pending on my statement. What's that about? Pretty sure I haven't purchased anything for a pound there.,extra_charge_on_statement
I need my card to be activated right now.,activate_my_card
I have a service fee that I've never seen before. It showed up after I bought something from an international seller online.,transfer_fee_charged
Is there a list of ATMs that take this card?,atm_support
There is a strange payment on my statement. What should I do?,card_payment_not_recognised
Will a cheque suffice?,top_up_by_cash_or_cheque
Someone stole my cards!,lost_or_stolen_phone
Where is the card I ordered 2 weeks ago?,card_arrival
How can I verify my indentity?,verify_my_identity
"How do I know if I will get my card, or if it is lost?",card_arrival
One of my transactions needs to be canceled.,cancel_transfer
How long will it take for my transferred money to show up?,balance_not_updated_after_bank_transfer
What is the minimum age to open an account?,age_limit
What is the purpose of requiring my identification?,why_verify_identity
What retailers accept my card?,card_acceptance
I ordered my card but it still isn't here,card_arrival
I need to have an item refunded.,request_refund
Why hasn't my transaction completed?,transfer_not_received_by_recipient
I returned something to a  store but can't see my refund.,Refund_not_showing_up
Could you tell me what your exchange rates are?,exchange_rate
Can you please help me with this exchange?  I am trying to get crypto and the app won't let me.,beneficiary_not_allowed
Why can't I withdraw cash?,declined_cash_withdrawal
"I need multiple cards per day, and they all have to be disposable.",disposable_card_limits
"Can I change my pin at ATMs?  If so, what ones?",change_pin
"Hello, My money went through for my purchase but now I got contacted from the seller noting that they didn't receive it. Then the money was returned to my account and I'm not sure why this occurred. So if you can resolve this issue please.",reverted_card_payment?
How do I know if my top up worked?,top_up_failed
How do I check security settings using the app?,card_not_working
The cash I deposited using the ATM is still pending,pending_cash_withdrawal
I didn't enjoy my tutor session and want a refund back. How do I go about doing this?,request_refund
I left my card at a restaurant and now its missing.,lost_or_stolen_card
What's the process to receive a second card?,getting_spare_card
My statement is showing an extra £1 charge and I am unsure why. Is there an explanation for this?,extra_charge_on_statement
I topped up but my money is not showing. Why is that?,top_up_reverted
My card was stolen and used to make several purchases. Please freeze my card so no one can use it.,compromised_card
if i found a lost card can i put it back in app,card_linking
Why was my request for cash declined?,declined_cash_withdrawal
When should I expect to receive my card?,card_delivery_estimate
What currencies do you offer?,fiat_currency_support
How do I change to a different currency?,exchange_via_app
"The service of this company sucks, I need to terminate my account.",terminate_account
The ATM keeps declining my card. I tried at a couple different ATMs. Can you tell me if there's a problem with my account?,declined_cash_withdrawal
I need to do a card activation.,activate_my_card
How soon will I get my card?,card_delivery_estimate
Can you explain disposable cards?,get_disposable_virtual_card
In what way can I change my PIN and where do I need to be?,change_pin
"I was supposed to receive my new card by now, but it hasn't came in.",card_arrival
I just bought an item and would like to stop payment can you tell me if the item has been sent yet?,request_refund
I already have a card and want to link it,card_linking
I can still see money in my account after making a payment,balance_not_updated_after_bank_transfer
"I used to know my password, but not anymore.",passcode_forgotten
"I didn't get cash from an ATM, but according to the app a transaction was made when i didn't make it.",cash_withdrawal_not_recognised
Is there supposed to be a fee for the transfer I made?,transfer_fee_charged
How long will delivery to the US take?,card_delivery_estimate
"So, the card PIN?",get_physical_card
What does it mean if my payment was reverted?,reverted_card_payment?
How long will it be  before the person I sent money to is able to see it?,transfer_not_received_by_recipient
How can I find the source for my available funds and money?,verify_source_of_funds
How can you assist on verifying my identity?,verify_my_identity
Why isn't a recent refund on my statement?,Refund_not_showing_up
Can I reset the passcode?,passcode_forgotten
How can I fund another account with my American Express?,supported_cards_and_currencies
"I requested a refund, and never received it. What can I do?",Refund_not_showing_up
What is the exchange rate like on this app?,exchange_rate
Exchange rate for my card payment is wrong,card_payment_wrong_exchange_rate
You charged me more than once for the same transaction!,transaction_charged_twice
There's a payment in my history I don't recognize,card_payment_not_recognised
What are the currency types that I can keep money in.,fiat_currency_support
The exchange rate on my payment doesn't look right,card_payment_wrong_exchange_rate
Which ATMs accept this placard ?,atm_support
Would I be charged for exchanging currencies?,exchange_charge
My identity verification isn't working,unable_to_verify_identity
What is the highest limit for Auto Top?,automatic_top_up
What documentation do you accept for the identity check?,verify_my_identity
How long does it take for an international transfer into my account?,balance_not_updated_after_bank_transfer
"Declined, transfer not completed.",declined_transfer
I bought something and I take issue with the exchange rate applied.,card_payment_wrong_exchange_rate
I was spending cash with my card and got a fee.,card_payment_fee_charged
"Can I still use my account, even though the identity verification has not passed yet?",why_verify_identity
What was the extra charge for using my card?,card_payment_fee_charged
"lost phone, can i still access account?",lost_or_stolen_phone
Where can cards be delivered?,order_physical_card
"I tried to withdraw some funds from my card, but was declined. How can I get my money?",declined_cash_withdrawal
How many disposable cards is the limit?,disposable_card_limits
How can I top up with Apple Pay?,apple_pay_or_google_pay
I transferred some money but it hasn't arrived yet,balance_not_updated_after_bank_transfer
I did a transfer but the balance is the same.,balance_not_updated_after_bank_transfer
what is the price of a transfer?,top_up_by_bank_transfer_charge
Where is my cash deposit in my balance?,balance_not_updated_after_cheque_or_cash_deposit
Are there any ATM's near me that accept this card?,atm_support
I think someone got my card details and used it because there are transactions i don't recognize. What do I do now?,compromised_card
Where can the cards be delivered?,order_physical_card
"Hi, i just topped up my phone and the money was deducted but it seems to have deducted the same amount again! please help!",top_up_reverted
"I want to use my card, how would I activate it?",activate_my_card
Where do I go to reset the passcode?,passcode_forgotten
Will I be charged a fee for a SEPA transfer?,top_up_by_bank_transfer_charge
"i tried using a virtual card for a hotel but it didn't work, why not",disposable_card_limits
